index,address,price,rooms,area,floor,District,Street,Country,longitude,latitude
164,Žirmūnai Žirmūnų g.,430,1,30.0,1/9,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
165,Antakalnis J.Biliūno g.,650,2,60.0,1/2,Antakalnis,J.Biliūno g.,Lithuania,25.312009,54.705407
166,Markučiai Pakraščio g.,1500,3,63.0,1/5,Markučiai,Pakraščio g.,Lithuania,25.319347221199315,54.67545065
167,Pašilaičiai Sviliškių g.,750,2,63.0,1/5,Pašilaičiai,Sviliškių g.,Lithuania,25.2162652,54.7321521
168,Senamiestis Jogailos g.,950,2,61.4,4/4,Senamiestis,Jogailos g.,Lithuania,25.2778908,54.6850306
169,Antakalnis Žirgo g.,950,3,82.2,2/5,Antakalnis,Žirgo g.,Lithuania,25.3333534,54.7192002
170,Naujoji Vilnia Karklėnų g.,450,1,35.0,3/6,Naujoji Vilnia,Karklėnų g.,Lithuania,21.69751,55.87798
171,Markučiai Kaukysos g.,890,2,45.16,4/6,Markučiai,Kaukysos g.,Lithuania,25.3180472,54.6763855
172,Visoriai Visorių g.,780,2,55.0,4/6,Visoriai,Visorių g.,Lithuania,25.2500488,54.7434059
173,Naujamiestis Žemaitės g.,390,1,32.57,3/5,Naujamiestis,Žemaitės g.,Lithuania,25.2588027,54.6703567
174,Naujoji Vilnia Pramonės g.,270,1,22.0,2/4,Naujoji Vilnia,Pramonės g.,Lithuania,25.440378,54.6952323
175,Šnipiškės Giedraičių g.,800,1,35.0,5/11,Šnipiškės,Giedraičių g.,Lithuania,25.278242,54.6973462
176,Šnipiškės Konstitucijos pr.,850,2,58.0,7/29,Šnipiškės,Konstitucijos pr.,Lithuania,25.2706146,54.6975998
177,Senamiestis Karmelitų g.,350,1,10.0,1/3,Senamiestis,Karmelitų g.,Lithuania,25.2863997,54.6766411
178,Naujamiestis A.Vivulskio g.,700,2,40.0,2/5,Naujamiestis,A.Vivulskio g.,Lithuania,25.264768,54.680141
179,Visoriai Visorių g.,850,2,42.81,3/5,Visoriai,Visorių g.,Lithuania,25.2500488,54.7434059
180,Viršuliškės Laisvės pr.,600,2,34.0,2/5,Viršuliškės,Laisvės pr.,Lithuania,25.2261676,54.7068117
181,Antakalnis Pavasario g.,1399,4,107.0,4/4,Antakalnis,Pavasario g.,Lithuania,25.3092627,54.6920042
182,Žvėrynas Stumbrų g.,800,2,46.0,4/6,Žvėrynas,Stumbrų g.,Lithuania,25.2538475,54.6997206
183,Karoliniškės Algimanto Petro Kavoliuko g.,650,2,50.0,7/9,Karoliniškės,Algimanto Petro Kavoliuko g.,Lithuania,25.21827851645063,54.6953297
184,Pašilaičiai Laisvės pr.,500,2,51.0,1/9,Pašilaičiai,Laisvės pr.,Lithuania,25.2372018,54.7296563
185,Senamiestis Aguonų g.,1150,2,46.0,2/5,Senamiestis,Aguonų g.,Lithuania,21.1561878,55.7101682
186,Jeruzalė Mokyklos g.,520,1,36.16,1/6,Jeruzalė,Mokyklos g.,Lithuania,25.2732963,54.7452091
187,Pašilaičiai Pavilnionių g.,410,1,25.0,6/7,Pašilaičiai,Pavilnionių g.,Lithuania,25.2107630181918,54.73645825
188,Naujamiestis Šv.Stepono g.,1200,3,72.0,3/4,Naujamiestis,Šv.Stepono g.,Lithuania,25.264768,54.680141
189,Naujamiestis T.Ševčenkos g.,1200,2,69.0,5/6,Naujamiestis,T.Ševčenkos g.,Lithuania,25.264768,54.680141
190,Šeškinė Siesikų g.,1100,2,46.0,5/7,Šeškinė,Siesikų g.,Lithuania,25.2540264,54.7068111
191,Žvėrynas Sėlių g.,1250,2,47.49,3/3,Žvėrynas,Sėlių g.,Lithuania,25.2456843,54.6987056
192,Pašilaičiai Medeinos g.,600,3,66.0,1/9,Pašilaičiai,Medeinos g.,Lithuania,25.227281380275763,54.7298632
193,Užupis Užupio g.,650,1,27.0,2/3,Užupis,Užupio g.,Lithuania,25.2923965,54.6805074
194,Senamiestis S.Daukanto a.,1500,3,100.0,2/3,Senamiestis,S.Daukanto a.,Lithuania,25.286378919285198,54.6829713
195,Aukštieji Paneriai Granito g.,560,1,30.0,1/3,Aukštieji Paneriai,Granito g.,Lithuania,25.174049,54.629101
196,Naujamiestis A.Jakšto g.,700,1,90.0,1/3,Naujamiestis,A.Jakšto g.,Lithuania,25.264768,54.680141
197,Naujamiestis Algirdo g.,400,1,17.0,2/5,Naujamiestis,Algirdo g.,Lithuania,25.2707414,54.6781128
198,Naujoji Vilnia A.Paškevič-Ciotkos g.,640,3,75.0,3/5,Naujoji Vilnia,A.Paškevič-Ciotkos g.,Lithuania,,
199,Senamiestis Trakų g.,1000,1,40.4,1/4,Senamiestis,Trakų g.,Lithuania,25.2806889,54.6805537
200,Pavilnys Broniaus Kazio Balučio g.,800,2,60.0,1/3,Pavilnys,Broniaus Kazio Balučio g.,Lithuania,25.354774,54.678549
201,Vilkpėdė Gerosios Vilties g.,780,3,58.0,5/5,Vilkpėdė,Gerosios Vilties g.,Lithuania,25.246189,54.669892
202,Pavilnys Džiaugsmo g.,400,1,31.0,1/3,Pavilnys,Džiaugsmo g.,Lithuania,25.3617204,54.6717132
203,Žirmūnai Raitininkų g.,1000,2,52.0,4/7,Žirmūnai,Raitininkų g.,Lithuania,24.11797,54.23549
204,Senamiestis Kaštonų g.,785,1,33.0,1/5,Senamiestis,Kaštonų g.,Lithuania,24.3437507,55.7299974
205,Rasos Kaukysos g.,830,2,53.0,5/6,Rasos,Kaukysos g.,Lithuania,25.3180472,54.6763855
206,Šiaurės miestelis S.Žukausko g.,660,2,46.44,5/6,Šiaurės miestelis,S.Žukausko g.,Lithuania,24.121971,55.106184
207,Senamiestis Bokšto g.,1450,3,69.0,4/4,Senamiestis,Bokšto g.,Lithuania,25.2921767,54.6776383
208,Naujamiestis T.Ševčenkos g.,749,1,43.0,2/4,Naujamiestis,T.Ševčenkos g.,Lithuania,25.264768,54.680141
209,Naujamiestis Skroblų g.,890,2,52.0,5/7,Naujamiestis,Skroblų g.,Lithuania,25.254835,54.670731
210,Šnipiškės Žalgirio g.,560,2,71.0,2/3,Šnipiškės,Žalgirio g.,Lithuania,25.2668422,54.7044446
211,Senamiestis Šermukšnių g.,970,2,78.6,1/5,Senamiestis,Šermukšnių g.,Lithuania,21.1380378,55.6990282
212,Šiaurės miestelis Žirmūnų g.,590,2,45.0,3/5,Šiaurės miestelis,Žirmūnų g.,Lithuania,25.3045857,54.71086
213,Žvėrynas Lūšių g.,1250,3,98.0,4/4,Žvėrynas,Lūšių g.,Lithuania,25.2494676,54.7009206
214,Senamiestis J.Basanavičiaus g.,600,1,25.0,2/3,Senamiestis,J.Basanavičiaus g.,Lithuania,25.287693,54.683127
215,Baltupiai Baltupio g.,550,1,28.0,5/8,Baltupiai,Baltupio g.,Lithuania,25.265448944117644,54.73593325
216,Paupys Aukštaičių g.,1270,2,46.0,3/3,Paupys,Aukštaičių g.,Lithuania,25.3032805,54.6786994
217,Fabijoniškės S.Stanevičiaus g.,480,3,67.0,3/5,Fabijoniškės,S.Stanevičiaus g.,Lithuania,25.246433,54.731814
218,Paupys Paupio g.,1050,2,37.89,2/4,Paupys,Paupio g.,Lithuania,25.3025487,54.6785287
219,Žvėrynas Studentų g.,490,1,20.0,4/5,Žvėrynas,Studentų g.,Lithuania,25.2575185,54.6955659
220,Senamiestis Bokšto g.,790,2,55.0,2/3,Senamiestis,Bokšto g.,Lithuania,25.2921767,54.6776383
221,Pilaitė Gilužio g.,850,2,50.0,1/3,Pilaitė,Gilužio g.,Lithuania,25.1793994,54.7019012
222,Markučiai Pakraščio g.,870,2,45.1,5/5,Markučiai,Pakraščio g.,Lithuania,25.319347221199315,54.67545065
223,Valakampiai Svajonių g.,499,1,30.0,1/4,Valakampiai,Svajonių g.,Lithuania,25.3069084,54.742593
224,Naujamiestis Smolensko g.,330,1,9.0,5/5,Naujamiestis,Smolensko g.,Lithuania,25.2585443,54.6749755
225,Justiniškės Taikos g.,540,3,65.0,1/5,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
226,Šiaurės miestelis Verkių g.,730,2,61.0,2/7,Šiaurės miestelis,Verkių g.,Lithuania,25.304586,54.71086
227,Pašilaičiai Laisvės pr.,1600,6,250.0,4/4,Pašilaičiai,Laisvės pr.,Lithuania,25.2372018,54.7296563
228,Baltupiai Juozo Balčikonio g.,850,2,58.0,2/5,Baltupiai,Juozo Balčikonio g.,Lithuania,24.121971,55.106184
229,Senamiestis T.Vrublevskio g.,935,2,46.0,1/3,Senamiestis,T.Vrublevskio g.,Lithuania,25.287693,54.683127
230,Pilaitė Papilėnų g.,600,3,69.0,3/5,Pilaitė,Papilėnų g.,Lithuania,25.1865258,54.7046867
231,Senamiestis Pilies g.,750,2,40.0,1/3,Senamiestis,Pilies g.,Lithuania,25.2891632,54.6820404
232,Antakalnis Šatrijos Raganos g.,480,2,50.0,1/2,Antakalnis,Šatrijos Raganos g.,Lithuania,25.69133,55.09549
233,Žirmūnai Tuskulėnų g.,549,2,48.0,2/5,Žirmūnai,Tuskulėnų g.,Lithuania,25.2885331,54.703226
234,Šnipiškės Krokuvos g.,549,2,60.0,9/10,Šnipiškės,Krokuvos g.,Lithuania,25.285138,54.6966918
235,Šnipiškės Lvivo g.,580,2,35.0,1/3,Šnipiškės,Lvivo g.,Lithuania,25.2688417,54.6994753
236,Naujamiestis Aludarių g.,690,2,63.94,3/3,Naujamiestis,Aludarių g.,Lithuania,25.2659857,54.6866673
237,Šnipiškės Raitininkų g.,900,2,45.0,2/7,Šnipiškės,Raitininkų g.,Lithuania,24.11797,54.23549
238,Naujamiestis Aguonų g.,380,1,15.0,1/4,Naujamiestis,Aguonų g.,Lithuania,25.2773652,54.6752051
239,Šnipiškės Verkių g.,350,1,30.0,2/5,Šnipiškės,Verkių g.,Lithuania,25.273601,54.697375
240,Kalnėnai Valonų g.,1350,4,75.0,1/3,Kalnėnai,Valonų g.,Lithuania,25.341432,54.6496628
241,Antakalnis Antakalnio g.,849,2,50.0,2/6,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
242,Senamiestis Šaltinių g.,1500,3,60.0,6/6,Senamiestis,Šaltinių g.,Lithuania,23.9626662,54.0248461
243,Senamiestis Subačiaus g.,800,2,36.5,2/3,Senamiestis,Subačiaus g.,Lithuania,25.2964286,54.6765474
244,Senamiestis A.Rotundo g.,849,2,54.81,2/5,Senamiestis,A.Rotundo g.,Lithuania,25.287693,54.683127
245,Antakalnis P.Vileišio g.,330,1,22.0,5/9,Antakalnis,P.Vileišio g.,Lithuania,25.311821157774403,54.71195935
246,Rasos Varšuvos g.,870,3,60.0,2/2,Rasos,Varšuvos g.,Lithuania,25.2976897,54.6703948
247,Pašilaičiai Pašilaičių g.,630,2,60.0,4/5,Pašilaičiai,Pašilaičių g.,Lithuania,25.2316746,54.7314012
248,Šnipiškės Konstitucijos pr.,800,2,41.0,8/16,Šnipiškės,Konstitucijos pr.,Lithuania,25.2706146,54.6975998
249,Šiaurės miestelis Kazimiero Ladygos g.,550,1,41.0,1/8,Šiaurės miestelis,Kazimiero Ladygos g.,Lithuania,25.304586,54.71086
250,Naujamiestis Naugarduko g.,300,1,30.0,3/7,Naujamiestis,Naugarduko g.,Lithuania,25.2753772,54.6767869
251,Pašilaičiai Žemynos g.,550,3,67.0,6/9,Pašilaičiai,Žemynos g.,Lithuania,25.2253933,54.7259967
252,Žvėrynas Liepyno g.,850,2,47.0,5/5,Žvėrynas,Liepyno g.,Lithuania,25.2546691,54.6981251
253,Šeškinė Dūkštų g.,500,2,52.0,9/9,Šeškinė,Dūkštų g.,Lithuania,25.2388274,54.7123434
254,Naujamiestis Vytenio g.,690,2,43.0,4/5,Naujamiestis,Vytenio g.,Lithuania,25.2629171,54.6806792
255,Žvėrynas Pušų g.,500,2,55.0,4/5,Žvėrynas,Pušų g.,Lithuania,25.251407,54.6916327
256,Žirmūnai Žirmūnų g.,480,2,50.0,3/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
257,Viršuliškės Viršilų g.,900,4,95.0,22/23,Viršuliškės,Viršilų g.,Lithuania,25.2171297,54.7013381
258,Senamiestis Gedimino pr.,1850,3,96.52,5/5,Senamiestis,Gedimino pr.,Lithuania,25.2824605,54.6865081
259,Šnipiškės Konstitucijos pr.,1500,3,146.0,23/27,Šnipiškės,Konstitucijos pr.,Lithuania,25.2706146,54.6975998
260,Viršuliškės Laisvės pr.,540,1,34.0,5/5,Viršuliškės,Laisvės pr.,Lithuania,25.2261676,54.7068117
261,Užupis Filaretų g.,700,2,47.0,2/3,Užupis,Filaretų g.,Lithuania,25.3035011,54.6837083
262,Žirmūnai Verkių g.,570,1,36.0,3/9,Žirmūnai,Verkių g.,Lithuania,25.2960633,54.7199848
263,Senamiestis Pilies g.,550,2,31.0,3/4,Senamiestis,Pilies g.,Lithuania,25.2891632,54.6820404
264,Senamiestis Gynėjų g.,790,2,68.0,5/9,Senamiestis,Gynėjų g.,Lithuania,22.250943,55.983929
265,Naujininkai Dariaus ir Girėno g.,300,1,18.0,4/5,Naujininkai,Dariaus ir Girėno g.,Lithuania,25.2730874,54.6608848
266,Šnipiškės Kernavės g.,790,2,44.6,3/8,Šnipiškės,Kernavės g.,Lithuania,25.2770623,54.7121167
267,Baltupiai Didlaukio g.,950,3,85.0,2/4,Baltupiai,Didlaukio g.,Lithuania,25.2784789,54.7275851
268,Viršuliškės Viršuliškių g.,400,1,27.0,1/12,Viršuliškės,Viršuliškių g.,Lithuania,25.2249903,54.7072538
269,Fabijoniškės Salomėjos Nėries g.,550,2,43.0,2/12,Fabijoniškės,Salomėjos Nėries g.,Lithuania,25.572202,54.870773
270,Markučiai Manufaktūrų g.,650,1,28.0,1/5,Markučiai,Manufaktūrų g.,Lithuania,25.3207304,54.6768792
271,Senamiestis Žemaitijos g.,1100,4,80.0,1/5,Senamiestis,Žemaitijos g.,Lithuania,25.2812024,54.6777777
272,Senamiestis Aludarių g.,950,2,52.0,2/5,Senamiestis,Aludarių g.,Lithuania,25.26602,54.686825
273,Fabijoniškės Fabijoniškių g.,350,1,41.0,4/5,Fabijoniškės,Fabijoniškių g.,Lithuania,25.2374099,54.7315103
274,Naujamiestis Švitrigailos g.,450,1,20.0,3/4,Naujamiestis,Švitrigailos g.,Lithuania,25.2704693,54.6692933
275,Naujamiestis M.K.Čiurlionio g.,1100,3,66.0,2/4,Naujamiestis,M.K.Čiurlionio g.,Lithuania,25.264768,54.680141
276,Šiaurės miestelis Apkasų g.,500,2,46.0,4/4,Šiaurės miestelis,Apkasų g.,Lithuania,24.121971,55.106184
277,Žirmūnai Kareivių g.,500,2,45.0,16/16,Žirmūnai,Kareivių g.,Lithuania,25.300621223729205,54.71858105
278,Karoliniškės Virginijaus Druskio g.,400,1,21.0,5/5,Karoliniškės,Virginijaus Druskio g.,Lithuania,25.202447,54.685872
279,Žirmūnai Žygio g.,750,3,50.26,5/5,Žirmūnai,Žygio g.,Lithuania,25.2941771,54.7099347
280,Šiaurės miestelis Žygio g.,680,2,49.0,7/8,Šiaurės miestelis,Žygio g.,Lithuania,24.121971,55.106184
281,Žirmūnai Kalvarijų g.,370,1,31.0,5/9,Žirmūnai,Kalvarijų g.,Lithuania,25.2869142,54.7153427
282,Naujamiestis V.Mykolaičio-Putino g.,900,2,50.0,1/8,Naujamiestis,V.Mykolaičio-Putino g.,Lithuania,25.264768,54.680141
283,Antakalnis Nemenčinės pl.,1300,3,103.0,3/3,Antakalnis,Nemenčinės pl.,Lithuania,25.319595220530616,54.724156199999996
284,Paupys Aukštaičių g.,2500,5,108.64,4/4,Paupys,Aukštaičių g.,Lithuania,25.3032805,54.6786994
285,Senamiestis L.Stuokos-Gucevičiaus g.,2500,7,225.0,3/3,Senamiestis,L.Stuokos-Gucevičiaus g.,Lithuania,,
286,Senamiestis Karmelitų g.,1100,3,97.0,3/3,Senamiestis,Karmelitų g.,Lithuania,25.2863997,54.6766411
287,Šiaurės miestelis Žygio g.,550,2,50.0,1/3,Šiaurės miestelis,Žygio g.,Lithuania,24.121971,55.106184
288,Žvėrynas Stumbrų g.,750,2,45.0,2/5,Žvėrynas,Stumbrų g.,Lithuania,25.2538475,54.6997206
289,Naujamiestis Skroblų g.,820,2,44.1,4/6,Naujamiestis,Skroblų g.,Lithuania,25.254835,54.670731
290,Santariškės Santariškių g.,630,2,51.21,2/3,Santariškės,Santariškių g.,Lithuania,25.2803027,54.7528454
291,Baltupiai Ozo g.,850,2,48.0,2/8,Baltupiai,Ozo g.,Lithuania,25.2831395,54.7142794
292,Pašilaičiai Eitminų g.,650,2,50.0,3/9,Pašilaičiai,Eitminų g.,Lithuania,25.2206319,54.7411864
293,Senamiestis Šv.Stepono g.,690,2,39.22,3/4,Senamiestis,Šv.Stepono g.,Lithuania,25.287693,54.683127
294,Žvėrynas Liepyno g.,749,2,45.0,1/2,Žvėrynas,Liepyno g.,Lithuania,25.2546691,54.6981251
295,Santariškės Žaliųjų Ežerų g.,550,2,49.0,3/6,Santariškės,Žaliųjų Ežerų g.,Lithuania,24.121971,55.106184
296,Markučiai Pakraščio g.,1200,2,49.1,2/6,Markučiai,Pakraščio g.,Lithuania,25.319347221199315,54.67545065
297,Antakalnis B.Sruogos g.,300,3,15.0,2/1,Antakalnis,B.Sruogos g.,Lithuania,25.69133,55.09549
298,Naujininkai Telšių g.,500,2,42.0,1/2,Naujininkai,Telšių g.,Lithuania,25.2742388,54.662786
299,Naujamiestis A.Vivulskio g.,360,1,16.0,3/5,Naujamiestis,A.Vivulskio g.,Lithuania,25.264768,54.680141
300,Santariškės Santariškių g.,650,2,45.0,3/3,Santariškės,Santariškių g.,Lithuania,25.2803027,54.7528454
301,Šiaurės miestelis Žygio g.,600,2,53.18,2/7,Šiaurės miestelis,Žygio g.,Lithuania,24.121971,55.106184
302,Antakalnis Antakalnio g.,760,3,55.75,4/5,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
303,Šnipiškės Krokuvos g.,1300,3,74.0,2/6,Šnipiškės,Krokuvos g.,Lithuania,25.285138,54.6966918
304,Karoliniškės Vido Maciulevičiaus g.,150,1,19.5,7/9,Karoliniškės,Vido Maciulevičiaus g.,Lithuania,25.205018,54.688955
305,Naujamiestis Mindaugo g.,1100,3,72.0,3/4,Naujamiestis,Mindaugo g.,Lithuania,25.2738379,54.6770904
306,Naujamiestis Savanorių pr.,600,2,49.11,5/5,Naujamiestis,Savanorių pr.,Lithuania,25.2539717,54.6768665
307,Viršuliškės Viršuliškių g.,500,2,49.0,3/9,Viršuliškės,Viršuliškių g.,Lithuania,25.2249903,54.7072538
308,Santariškės Žaliųjų Ežerų g.,500,1,41.0,2/7,Santariškės,Žaliųjų Ežerų g.,Lithuania,24.121971,55.106184
309,Karoliniškės Loretos Asanavičiūtės g.,390,1,32.4,2/8,Karoliniškės,Loretos Asanavičiūtės g.,Lithuania,25.196673,54.683074
310,Lazdynėliai Lietaus g.,413,1,29.7,2/6,Lazdynėliai,Lietaus g.,Lithuania,24.121971,55.106184
311,Žirmūnai Žirmūnų g.,630,1,36.0,12/12,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
312,Naujamiestis Naugarduko g.,750,3,68.0,5/5,Naujamiestis,Naugarduko g.,Lithuania,25.2753772,54.6767869
313,Justiniškės Taikos g.,580,1,40.0,2/6,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
314,Naujamiestis Gerosios Vilties g.,750,2,47.0,3/6,Naujamiestis,Gerosios Vilties g.,Lithuania,25.246189,54.669892
315,Žirmūnai Žirmūnų g.,400,1,30.0,1/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
316,Antakalnis P.Vileišio g.,550,2,46.0,1/5,Antakalnis,P.Vileišio g.,Lithuania,25.311821157774403,54.71195935
317,Baltupiai Jurgio Lebedžio g.,850,2,46.5,2/5,Baltupiai,Jurgio Lebedžio g.,Lithuania,24.121971,55.106184
318,Naujamiestis Žemaitės g.,800,2,45.0,8/9,Naujamiestis,Žemaitės g.,Lithuania,25.2588027,54.6703567
319,Viršuliškės Spaudos g.,930,3,60.0,12/15,Viršuliškės,Spaudos g.,Lithuania,25.2129169,54.7009093
320,Naujamiestis Z.Sierakausko g.,1600,3,109.0,3/6,Naujamiestis,Z.Sierakausko g.,Lithuania,25.264768,54.680141
321,Markučiai Manufaktūrų g.,1100,2,52.8,3/5,Markučiai,Manufaktūrų g.,Lithuania,25.3207304,54.6768792
322,Pilaitė Papilėnų g.,520,2,52.0,5/9,Pilaitė,Papilėnų g.,Lithuania,25.1865258,54.7046867
323,Antakalnis V.Grybo g.,280,1,18.0,3/5,Antakalnis,V.Grybo g.,Lithuania,25.312009,54.705407
324,Senamiestis A.Jakšto g.,780,2,42.0,4/6,Senamiestis,A.Jakšto g.,Lithuania,25.287693,54.683127
325,Baltupiai Ozo g.,950,2,50.0,1/8,Baltupiai,Ozo g.,Lithuania,25.2831395,54.7142794
326,Naujininkai Skroblų g.,600,2,42.0,3/4,Naujininkai,Skroblų g.,Lithuania,25.273563,54.662677
327,Justiniškės Taikos g.,550,3,66.0,4/9,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
328,Markučiai Manufaktūrų g.,750,2,36.05,2/6,Markučiai,Manufaktūrų g.,Lithuania,25.3207304,54.6768792
329,Senamiestis Šaltinių g.,699,1,35.0,2/5,Senamiestis,Šaltinių g.,Lithuania,23.9626662,54.0248461
330,Baltupiai Jurgio Lebedžio g.,500,1,24.5,1/5,Baltupiai,Jurgio Lebedžio g.,Lithuania,24.121971,55.106184
331,Naujamiestis Švitrigailos g.,470,1,19.0,3/4,Naujamiestis,Švitrigailos g.,Lithuania,25.2704693,54.6692933
332,Lazdynėliai Žaibo g.,770,2,40.0,4/4,Lazdynėliai,Žaibo g.,Lithuania,24.121971,55.106184
333,Antakalnis Antakalnio g.,580,1,27.0,4/9,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
334,Jeruzalė Ateities g.,150,3,65.0,6/7,Jeruzalė,Ateities g.,Lithuania,25.2681728,54.7376318
335,Žirmūnai Žirmūnų g.,580,2,44.0,2/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
336,Žirmūnai Žirmūnų g.,450,1,33.0,2/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
337,Šeškinė Šeškinės g.,500,1,46.0,2/16,Šeškinė,Šeškinės g.,Lithuania,25.242989,54.7161316
338,Baltupiai Juozo Balčikonio g.,900,2,59.0,5/5,Baltupiai,Juozo Balčikonio g.,Lithuania,24.121971,55.106184
339,Žirmūnai Žirmūnų g.,470,1,29.0,5/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
340,Karoliniškės Rolando Jankausko g.,490,2,56.0,7/9,Karoliniškės,Rolando Jankausko g.,Lithuania,25.211655,54.694067
341,Liepkalnis Birbynių g.,350,1,47.0,2/2,Liepkalnis,Birbynių g.,Lithuania,24.121971,55.106184
342,Naujamiestis Savanorių pr.,450,1,33.0,3/5,Naujamiestis,Savanorių pr.,Lithuania,25.2539717,54.6768665
343,Naujamiestis Smolensko g.,720,2,50.0,4/11,Naujamiestis,Smolensko g.,Lithuania,25.2585443,54.6749755
344,Lazdynėliai Jonažolių g.,650,2,64.0,4/6,Lazdynėliai,Jonažolių g.,Lithuania,25.2148876,54.666674
345,Žirmūnai Minties g.,500,2,48.0,3/5,Žirmūnai,Minties g.,Lithuania,25.3047908,54.7056893
346,Žvėrynas Liepyno g.,450,1,35.0,3/5,Žvėrynas,Liepyno g.,Lithuania,25.2546691,54.6981251
347,Senamiestis K.Kalinausko g.,1200,3,57.0,4/4,Senamiestis,K.Kalinausko g.,Lithuania,25.287693,54.683127
348,Senamiestis Aguonų g.,1999,3,75.6,4/6,Senamiestis,Aguonų g.,Lithuania,21.1561878,55.7101682
349,Šnipiškės Kalvarijų g.,700,2,76.0,3/8,Šnipiškės,Kalvarijų g.,Lithuania,25.2817254,54.6949273
350,Žvėrynas Kęstučio g.,1590,3,100.0,2/3,Žvėrynas,Kęstučio g.,Lithuania,25.25119,54.6924339
351,Šnipiškės Giedraičių g.,699,2,45.0,1/3,Šnipiškės,Giedraičių g.,Lithuania,25.278242,54.6973462
352,Šiaurės miestelis Žygio g.,600,2,59.0,2/7,Šiaurės miestelis,Žygio g.,Lithuania,24.121971,55.106184
353,Naujamiestis Skroblų g.,330,1,12.0,2/5,Naujamiestis,Skroblų g.,Lithuania,25.254835,54.670731
354,Šnipiškės Kalvarijų g.,600,2,49.0,1/9,Šnipiškės,Kalvarijų g.,Lithuania,25.2817254,54.6949273
355,Justiniškės Rygos g.,600,2,61.0,5/5,Justiniškės,Rygos g.,Lithuania,25.2219966,54.7167438
356,Pašilaičiai Žemynos g.,500,1,36.0,1/5,Pašilaičiai,Žemynos g.,Lithuania,25.2253933,54.7259967
357,Naujoji Vilnia Pramonės g.,350,1,20.0,3/4,Naujoji Vilnia,Pramonės g.,Lithuania,25.440378,54.6952323
358,Pašilaičiai Girulių g.,650,2,41.0,2/6,Pašilaičiai,Girulių g.,Lithuania,25.2164886,54.7385893
359,Baltupiai Jurgio Lebedžio g.,500,1,27.0,3/5,Baltupiai,Jurgio Lebedžio g.,Lithuania,24.121971,55.106184
360,Naujamiestis K.Kalinausko g.,800,3,64.0,4/8,Naujamiestis,K.Kalinausko g.,Lithuania,25.264768,54.680141
361,Naujoji Vilnia V.Sirokomlės g.,500,3,61.0,4/5,Naujoji Vilnia,V.Sirokomlės g.,Lithuania,25.411303,54.692957
362,Antakalnis Aukštagirio g.,700,3,60.0,1/1,Antakalnis,Aukštagirio g.,Lithuania,25.3504372,54.7376993
363,Justiniškės Taikos g.,499,2,60.0,1/5,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
364,Naujamiestis Smolensko g.,1200,3,95.0,3/3,Naujamiestis,Smolensko g.,Lithuania,25.2585443,54.6749755
365,Lazdynai Architektų g.,499,3,64.0,1/5,Lazdynai,Architektų g.,Lithuania,25.2164788,54.6787988
366,Lazdynėliai Lazdynėlių g.,750,2,46.0,1/4,Lazdynėliai,Lazdynėlių g.,Lithuania,25.1927074,54.663469
367,Naujamiestis Žemaitės g.,650,2,45.0,4/9,Naujamiestis,Žemaitės g.,Lithuania,25.2588027,54.6703567
368,Užupis Polocko g.,750,1,29.0,3/5,Užupis,Polocko g.,Lithuania,25.3008276,54.6812167
369,Naujamiestis Kedrų g.,360,1,12.0,2/5,Naujamiestis,Kedrų g.,Lithuania,25.2559437,54.6764673
370,Senamiestis A.Rotundo g.,750,2,40.0,5/5,Senamiestis,A.Rotundo g.,Lithuania,25.287693,54.683127
371,Naujamiestis S.Konarskio g.,790,2,50.0,5/8,Naujamiestis,S.Konarskio g.,Lithuania,25.264768,54.680141
372,Pašilaičiai Dociškių g.,600,2,48.0,4/6,Pašilaičiai,Dociškių g.,Lithuania,25.2178342,54.7322779
373,Šnipiškės Šeimyniškių g.,900,2,49.08,8/9,Šnipiškės,Šeimyniškių g.,Lithuania,25.282158,54.6947179
374,Verkiai Trinapolio g.,700,2,58.0,8/11,Verkiai,Trinapolio g.,Lithuania,25.293707,54.751299
375,Žirmūnai Minties g.,750,3,55.0,1/5,Žirmūnai,Minties g.,Lithuania,25.3047908,54.7056893
376,Paupys Paupio g.,550,1,34.0,1/3,Paupys,Paupio g.,Lithuania,25.3025487,54.6785287
377,Paupys Paupio g.,750,1,34.0,1/34,Paupys,Paupio g.,Lithuania,25.3025487,54.6785287
378,Pilaitė I.Simonaitytės g.,680,2,42.18,2/4,Pilaitė,I.Simonaitytės g.,Lithuania,25.182761,54.706948
